ACACA	ACVRL1	AKT1	AKT1S1	ANXA1	AR	ARAF	ASNS	ATM	BAD	BAK1	BAP1	BAX	BCL2	BCL2L1	BCL2L11	BECN1	BID	BRAF	BRCA2	CASP7	CAV1	CCNB1	CCND1	CCNE1	CCNE2	CDH1	CDH2	CDH3	CDKN1A	CDKN1B	CHEK1	CHEK2	CLDN7	COL6A1	CTNNB1	DIRAS3	DVL3	EEF2	EEF2K	EGFR	EIF4E	EIF4EBP1	EIF4G1	ERBB2	ERBB3	ERRFI1	ESR1	ETS1	FASN	FN1	FOXM1	FOXO3	G6PD	GAB2	GAPDH	GATA3	GSK3A	HSPA1A	IGFBP2	IRS1	ITGA2	JUN	KDR	KIT	LCK	MAP2K1	MAPK1	MAPK14	MAPK9	MET	MRE11A	MYC	MYH11	NDRG1	NF2	NFKB1	NOTCH1	NRAS	NRG1	PARK7	PCNA	PDCD4	PDK1	PEA15	PGR	PIK3R1	PRDX1	PREX1	PRKAA1	PRKCD	PTEN	PXN	RAB25	RAD50	RAD51	RAF1	RB1	RBM15	RPS6	RPS6KA1	RPS6KB1	SERPINE1	SFRS1	SHC1	SMAD1	SMAD3	SMAD4	SQSTM1	SRC	STAT3	STAT5A	STK11	STMN1	SYK	TGM2	TP53	TP53BP1	TSC1	TSC2	TUBA1B	VHL	WWTR1	XBP1	XRCC1	XRCC5	YAP1	YBX1	YWHAB	YWHAE	YWHAZ
subject1	-0.916014967867967	4.38390449445816	-0.641960830845943	2.26456224134763	0.822618171007225	4.01136498024102	1.80877966005224	-0.882499717363222	2.67071079955902	1.02566847481425	3.94246991619435	1.33970894776189	0.364578386009439	2.84500569342648	1.06847715408562	-0.185116614548964	0.276646049020758	-0.454716777546368	3.54006119422017	1.49902205608186	1.14983336985439	0.652457274277641	0.858047704980635	1.46665682175031	1.59440867476674	-2.4017481814439	3.79823552864301	-1.13864919563275	2.01904679815927	1.88066889689478	0.295097099359912	1.38360401679301	1.6490819509411	3.40704576835976	2.72466910829298	-0.2957008233977	3.98514390535414	3.76715988607995	2.51891478526188	0.306012135672436	-1.29171086859678	-0.135731113148655	-1.26823592748789	-0.545819225803178	5.04675512528627	1.12328070581463	-0.537780588669377	5.16333494846204	3.22372371579132	-1.94349198897197	0.221030932855932	-2.19815655612683	0.919758261494409	-2.33368252097031	1.19674134804904	1.2435416898765	-4.16726100776238	1.13509937891458	3.72153955506843	0.523206579756993	-0.393231531951029	1.25133454893353	3.92850109268382	2.17213268500077	-2.06857098455766	-1.45413482489335	2.97048701845936	-1.39849198988646	0.682400658449925	-0.45922117552063	1.3012331779188	3.23008750697237	0.271790376772872	6.10845883807053	-0.499077162111673	2.47620143301163	1.42226567839148	-0.439625155292342	-0.94027701277255	1.69384068975414	-0.0589078543402003	0.75303718759724	4.15388825778462	-2.3685402296606	1.9415986980383	-0.0873306127000932	3.02341191644277	1.32390928340867	0.5246514040352	1.40940668798112	0.550092095557199	4.19108384005264	2.72466015556025	1.19392952261187	3.17012433314902	-1.83023074642945	1.90579358193187	1.64848424296804	-0.714118593655011	1.49650761332195	3.11879293562121	-1.14053602931002	-1.06880740292799	-1.07435305242547	-0.524479256887053	4.68091246334927	-0.512188647215521	1.49363216577141	2.44640595029466	1.13043135394408	1.17604271460624	0.160111972792189	2.43598888139884	-1.00002754319222	5.68030275793439	0.185684261595165	0.932143663092913	2.33205626911491	2.49071463358479	2.75882378876903	1.59201476419569	2.57011158843858	2.22605286391448	1.33653487183029	0.456148540475758	0.442221609926456	2.23000725914113	2.58179298453409	3.12080388632371	3.63412409490866	1.1313178562167
subject2	-0.55862999539025	1.02055544962569	0.601851348936369	2.0554249835025	-1.01277065630101	5.37783005177469	0.36302663922326	-0.799096657890417	2.7188209591345	2.74399070417262	0.283422257570074	2.30684650636234	1.91426722245324	1.17949585165998	0.474507671092725	0.237250855543124	0.622041491322307	-1.07161886698148	3.94362940611171	1.75909310205378	0.422927803042875	0.28644821388527	-1.77025208636994	1.07475538221363	3.89278038330828	0.346930695330242	3.56385072117763	2.49948576864357	3.85922481813744	-1.00340860697082	2.11469135709795	-2.98794451509499	1.31180351765249	2.70143483349302	-1.60065731310655	4.49539404205932	1.45507503349552	4.56559449735589	1.06666857449189	-0.0665003609953303	-1.41145523548297	3.24124668216058	1.26242422510769	-0.111315560644285	5.31904651870974	2.70490953643161	1.08268227880706	3.13848009502997	1.75079785475794	-1.63097419989922	-1.43256855097164	-1.75905801041638	-0.451411716818955	-2.2323509528777	2.43061394662026	-0.478980040511301	-1.33439646875987	3.50460388859847	1.67596534051745	2.45031338585632	-0.466614428705556	-1.21351859770847	2.21702077467153	2.32349861271276	-1.83085655846063	-1.08160343507045	2.19588886380283	2.9648562811223	-0.513913137174321	3.49388310175418	-2.41750464203701	3.00942770213732	0.561527766307148	1.01192860611065	1.06994108067215	1.92418294536388	3.96429149598679	-1.7749516143448	0.389917497473089	0.599569841051981	2.3854824505919	0.833943441545667	2.06498337232647	1.98700131978766	5.10754390431958	1.30524410463497	1.64868302861048	-1.24232490490985	0.754921580753632	-1.26792849733227	4.53096632014705	2.45600063317208	0.0651829756785172	2.28610776549204	2.35438915166546	-1.42805310267182	3.28251812280572	2.56072307549376	-0.340166669979582	2.03868920979981	0.641471019305584	1.15561079481191	-3.22205819396024	-0.567362500824928	-1.04206702226089	1.31915101176868	-1.13125805840914	4.02047248425159	3.14866550663171	-0.758469892131657	1.06331345650189	1.78133959245264	-0.297395762582133	0.435923675435028	5.65376225340425	0.0943084043615829	3.58494909812627	0.477843947817627	2.65037825220558	3.0134641344547	-0.894936908795672	2.67583117627284	2.32733229447458	3.31922551314283	0.255198439184895	0.58183342479801	1.2305556553881	0.578456263076355	-0.176801859235795	2.85390168051248	1.32456579970149
subject3	1.62550805056458	3.40545551401364	-0.292658956094061	-0.131371565437049	1.35968719194325	3.695387194445	0.466006099486567	-1.0365693001078	3.21135641789328	1.63526971433133	1.4977457461178	-0.135718087198244	2.66242003191803	1.50989900738046	1.3308524689237	2.57467090394597	0.56715640502396	0.0256352008332683	2.7205093834146	1.6153457979121	0.500975483449692	0.346860657613666	-0.36432609364847	3.7416246562131	-0.853371745216851	-1.4934220767715	3.42346813622612	0.934925169447279	3.10502187222139	-0.5882047530051	-1.1288972967413	-2.65364735431179	-1.01096863911283	5.3201599722118	2.00608444457766	3.53999070454558	4.0517411610644	1.39925528453694	-0.741115433656952	2.61607359174509	-2.00301658411007	-0.00381377572012798	-0.779921796368526	2.87522600504287	5.11520606554332	3.14597585314585	0.0634518844677053	5.97273167229114	0.0564366659396608	0.707204009712579	0.760312054710956	0.155733307973791	2.01489198447049	-1.57025662781329	5.27380572993208	2.07467904341482	-5.43299927831334	0.765843801962904	1.56682062147733	4.19009028953797	1.46603466367275	-1.38224092840949	2.64497651292069	1.62410739585976	-3.95052876851128	-1.36421791905431	0.11851131508244	2.38422493173274	-0.337479477601431	-0.263362325746646	-1.13410955209117	0.217152361737363	3.48041550997619	4.6743290205737	3.94814606786079	0.11023998311668	0.466617976804465	-1.09327214683289	-0.561216869864928	1.4145256108414	0.254930196740472	1.32492912389093	0.972133686452057	-1.58486936474196	2.32439310982487	-0.063818806789388	3.68958575483618	-0.0526743877323207	-0.36372750348104	-1.77126248591977	2.08255388995666	4.349684522565	0.0019439144061853	2.65201161936725	3.48909918313738	-0.140321847309962	2.42275459518826	2.19175734396716	2.28172756030675	0.215958082824668	2.55721094761818	1.54585913061382	-1.712523322253	-1.14977126256418	-0.70135759493268	3.12077040165403	-0.504904470512508	0.957773675288252	3.58314958979516	2.88756539966514	1.5610077933467	-0.701592447163721	2.14323028012485	0.776586193358498	5.18742802945828	2.8977376162701	0.16608868080947	-0.111410388778248	2.5394733385555	2.53478993438249	1.32624625994829	1.63971759949391	2.13111177227731	2.95574547021274	0.473996487684413	2.29034983123277	3.64105931834124	2.6148628699928	2.78991568676305	0.42319612828226	1.03528742333395
subject4	-0.377432509166914	3.89611682425003	-0.0227784923744854	2.07296451199596	4.13820030973551	4.13254192092289	3.05835717233571	-1.82713536364253	0.939212370242988	3.5345879559979	3.93499769841013	-0.885206470959437	0.850066113638354	0.732008453732728	3.47095046971719	2.89596838700267	3.2820397322986	2.59898237706874	3.78778023236969	0.519070909361324	3.51956560143262	0.340620492092034	-1.7745794978113	0.164114156557528	2.14561129427874	0.039418799272247	5.60293058536614	-2.894481708844	0.457106442498109	1.89283917536873	0.36815934130589	-3.37353216278606	2.9019353418862	4.13616498364483	0.558859635991531	3.57620303785938	5.42869362647357	0.182661632904517	0.121838818487799	1.16339813633378	0.0471347744958164	0.974584052957721	0.843892837477868	0.145995900804521	4.75716182899574	4.78646891083879	-0.186220222797801	5.31956107684035	0.741825403480765	-2.16221891182173	-1.63689284520549	-1.53903284129491	2.86929672172637	-1.59783284710245	0.780652107250866	2.35976284756637	-1.73131811251276	0.319505465083126	4.31271617385564	0.426749252573932	-0.502985258850958	1.30465934006039	1.0601722193472	1.66724151536754	0.0802549767417051	0.719607997579006	3.14996761379997	3.41373610620456	-0.314030769270439	0.0282982413913729	2.13295851227931	-0.605481091477886	1.26191162832133	3.65926312164276	3.85483203698498	0.874662380220941	2.14699243651695	1.38079933083042	0.427119993733259	-1.86822180999296	3.50799947306918	0.245835601304955	3.82632251842849	-0.767949641390812	1.97724539299007	2.27649525057675	1.81391710565652	-0.0888876076809946	1.79005359091113	2.62094270453291	3.67192578743684	3.65442008468251	1.83295355376713	2.53405491813501	-0.257532102660547	-0.985341587668592	2.87501551337338	2.8639621147481	1.13227714507544	3.23139181277395	1.59069200251409	0.170697916549036	0.547293053910143	1.57900768402195	2.46412197934404	4.61230669945489	-0.732647781359519	0.800604984007714	1.10406953820894	0.574308822271954	4.74334793462295	2.96826222222652	3.27311017860563	0.827597213044041	4.96773349119788	-0.0324917903768242	3.41223266512276	2.91544250003185	-1.52794030340513	0.531824296981845	-0.480163618285901	3.04924887649222	4.25877498967253	1.76740156513509	-0.641545029555756	0.0375319024888495	0.222010454235454	0.132044169388572	0.401936773288045	2.98348047665877	3.6204774231657
subject5	-0.381312537206964	1.24116262710018	0.580330527200828	-0.0862015300949227	-1.16785888962667	1.79549732963582	0.00877720295879225	0.484789306402256	0.943328314869279	3.16941944025996	0.55370628278356	-0.839359953467924	3.04559007816843	1.06454218358636	0.67417047208382	2.63760435479092	0.132054269207698	1.68747331576137	3.20690384550206	0.649393973733343	1.59408586727796	0.418823293613988	-1.88465954483224	0.293973967674462	1.06197920782334	-0.939243564813025	2.67687386485246	2.1763022618766	0.666348835111881	0.250686612527953	2.57198003722663	-1.84595368720381	1.64254911650025	1.62225922858828	3.87495990400551	4.15360523892629	4.70744273524602	0.652332872593059	-0.561670220293981	2.64610670641746	-0.381102690889728	2.63250860504444	-0.0863082185733875	-0.0890944952868004	4.09078555547447	2.29530144415449	0.603777594848871	3.04497572168775	2.28145942191147	-1.96490716770786	-0.267104193682778	-2.47993215818085	2.32812653671481	-1.33285977869361	-0.646952188810191	0.15691244452593	-1.84398596349829	0.583140288243272	2.03112013448922	2.38947579366574	0.186871944751478	-1.74633475869395	5.65539639443966	2.24264621615559	0.771693538583424	-2.84707848484079	1.99330992220792	-0.788214828848658	2.54341053970614	0.316163631791692	-1.88057587957228	2.41342801835468	-1.19597935801881	5.46255991322598	3.33960056028978	2.38928080638754	-0.0520536916011749	-1.55052950106982	0.60596868772383	-0.0358659800108094	0.691517188938635	1.53261268629411	4.50372795433525	1.22515409687784	4.44250697208854	0.440483492029851	3.17868300188799	2.10897760129378	-1.20976975737358	0.283526645686248	0.601504432500017	1.60311049773335	-0.0110514360984446	4.11436217693284	2.1929536354125	0.595230931909181	3.03570916540018	2.03435662768949	-0.92952286442729	0.364497130474606	1.91716512321731	-1.7439029165326	-1.64955344803235	-0.189229698915927	1.39088442372296	1.46522826300717	-1.46914586253013	3.72792785222051	0.227570228974839	2.65638871209604	3.30627107920099	0.755436119867057	-1.22685578103369	0.473020800225012	4.76697999378372	-0.325805383258963	-0.550267857742335	0.52107341203165	1.63993009904892	2.6866731879146	0.873441961953798	1.98593715159877	-0.133197990215913	-1.64237296145176	1.20122365591966	0.407136697359123	0.860564532915977	0.497709412903315	0.145825169640181	1.44416782678287	1.09892256567738
subject6	-0.593392045401145	4.83629484997047	0.0143019239725446	2.35617492555316	1.65607976696841	4.35550519576898	-0.0681883540457482	-1.2433680256533	2.11082473875444	3.65103433596651	-0.285068651692305	1.3792265978903	3.12783952932876	2.23987181857567	0.814951433584477	-1.01177687212462	0.176173796758698	1.63767950375118	1.03566066184573	0.986598980164544	3.22024110748964	0.0703025659544705	-1.28260789373357	1.71878254563404	-1.27571993521158	-3.09004597801527	4.34696730452912	3.81922968101838	4.38326067789478	2.21798689210606	2.67580446970968	-0.0647617463735297	2.44642702820595	3.52795701853878	0.892255259009938	3.09669518595137	4.76329410242633	0.469252075266481	0.128220786307268	0.388566882001705	-0.382160129449313	1.93408730487514	-0.627478337221339	-0.319371524994137	4.97309525004912	4.92707939343854	3.01848356863284	3.34388791870547	2.64575572596866	0.497729304803133	2.71873020852384	0.697828043841952	2.71031994551477	-1.49957712197857	3.33738017086741	0.202936042417608	-3.30710217682162	0.383090852862389	2.19181510072292	1.72879546831687	0.690910060510154	-0.315384561970493	2.81969958761196	4.89680074167731	0.029716368084806	-1.84414944059506	1.63172107872295	0.0378610721178201	-0.86733628404913	-1.23435962372107	-0.871072748645842	2.34408997158242	0.884368991029199	6.58184752329706	0.944409789682871	2.64824231753336	3.3309933348157	1.52039096503202	1.91064957983055	-3.21712190017137	2.31373487074992	-0.0196886776222929	4.40119550728668	-1.24439959730453	5.03079256535157	-1.97064796010203	3.35264888063207	-1.12947602931346	-0.784474738005701	1.77880799087984	4.185357993294	4.86914232768095	-0.106824260499346	4.28679842692313	1.50323336720101	0.815322255020244	-0.720994845835943	1.75034194183938	0.0885047875793317	1.53337661366036	-0.339148535045327	0.662991123716735	1.4360542016666	1.55774329496001	2.134543100569	2.44579289511307	-0.16842277915408	2.76318663960872	2.71550079321235	3.26336793898049	1.53294216424924	-0.228847152680207	-0.220835381842022	-1.814551883494	4.96794288492828	0.808868881355765	0.474058373827815	2.8644140697393	-0.116842310376138	3.61386939818314	1.76757908122819	1.7722295760996	0.623320132601006	1.37955941809185	-0.162834072523876	0.89062694539052	0.997704865218052	2.15911156445705	2.75354983905916	2.5790584856866	0.363097511741068
subject7	-0.350233563472237	3.5008182752981	1.90428810817288	1.58337207164652	0.721620059632137	3.20004433389754	-0.356476706984952	-0.85256449200978	-0.268816543602231	0.940545381390854	4.01792530429028	-0.64771702866428	3.21004428261066	0.716915726589773	2.83497393806082	-0.270571330576851	0.00569372711467883	0.732298149141754	3.19929738857136	2.57938827209801	3.46886070948741	-0.695568727418438	1.11279995292106	1.22374977001268	2.03448288241318	-1.8782932373911	3.0821937701051	-0.166753873948481	5.09220254196084	1.27081691369086	-1.3785993987145	-0.213393775258141	0.217938887133053	3.82662927266347	-1.16881959930664	1.54803355687187	5.45870144662134	3.09961315775164	-1.00503476057529	-0.538363919301733	-0.600730653347512	2.65676035496491	0.41464029114659	2.02267193281471	4.91139284347788	2.44280969726304	-0.29811250972488	3.40939131752205	2.5393870505004	1.17898250084229	-2.65831386081806	-0.331584016740484	2.08987273886683	1.18140318436176	-0.189745086643099	-1.04704698655765	-3.35361382500274	3.13535341920853	2.60763799005551	3.93274601266718	1.9937650243828	-1.23727903967058	3.96249288008942	4.18388110999656	2.19382016481887	-2.7996912792432	-0.0835339689463602	2.26380578584614	2.64431080930753	0.00953341658028628	-0.797939485485149	2.88674164603003	1.56440025519602	3.89569733091393	0.0764963921957538	-0.957992434718098	3.41209173848245	-0.452587402381123	-0.481659022944962	-0.644371746747362	0.383182183012017	1.61828181431024	1.25242715086037	-1.76382062544228	1.16156967453533	-0.724793233847827	1.49591757267073	-0.505416951382792	1.73763218123765	-1.04390587864077	1.20425894529496	2.98597517888473	-0.4738296898506	0.255173549433992	2.66402996593464	-1.07806704736691	-0.118064223924806	1.83479268349973	-1.10855410837299	1.04502611227445	0.739063069448484	1.11893825504797	-2.74851695226683	1.94828669391272	-0.396913177792022	0.732922741249386	-0.486701549765194	0.323108494775772	2.50816938376022	0.420867388665354	3.72447831710236	2.02209177511695	2.04438466897774	-0.311888566188399	4.53539510483466	1.10965178817918	2.81497026105278	-0.367220056526913	-0.843704349924009	1.82248025625694	1.49764929098305	1.31946073713074	3.19106001368074	-0.800587717904189	-0.281091611245054	3.18518764659684	0.994417665267673	0.907066417632056	-0.405247558253261	0.845789016907855	3.06804584702968
subject8	1.72870662173282	3.40275983127795	-0.861341284716549	1.3109965198928	-1.35318223676435	1.62230232791926	2.44162875459114	-0.944732176566682	2.61509536384483	-0.132085420226944	3.14124120131468	-1.4638530561829	-0.0663926740005644	1.36659943376208	1.05496513201767	2.6044324551407	-0.732741230517481	2.3409855200275	3.81583694289585	2.12446469625099	2.22515690004433	-0.0512093284279327	1.69632118759821	0.600514218787416	0.508713394289357	-1.37025848248065	4.47853822403611	0.742175954081761	3.95764864875916	-0.223492219199801	1.35715043909448	-1.24369458171141	2.55286639945754	3.84528362366387	-1.59678106664741	2.12765825960005	6.00382018646241	0.0190957024353074	-0.438986096280168	0.656170954995175	-0.103896484280535	2.79309219804118	-0.944939546526871	1.24127679731681	5.00293460958618	0.334726199888697	-1.73899008661117	5.09615819054352	-0.647568549772824	-0.0841339659972749	-3.22716040457625	-1.89173158815386	1.77168136689787	-2.22515642519925	4.43267799566761	2.40930875278889	-3.74786621453982	0.0911896444153927	4.11387499974135	4.11866422796963	-0.453589363276966	1.15490474075109	0.884769427856441	2.00215606092376	-1.39258680254254	0.485234927054216	-0.540672642923641	-1.23984175284528	-0.383493619471668	-0.830082499571716	1.4201972806747	0.487663596387221	-0.886360650260639	2.06569359667204	1.41297626284506	1.58625276126803	1.57395474755522	-0.208970455683156	0.794179058801208	1.50498257694178	-0.109589374235987	-1.45001309887052	1.08608067918912	0.118545501010163	4.44296230776271	0.417707774071763	4.47892379499946	-0.76028944952069	1.47016519353526	2.07315916022576	1.10330444410576	3.81665352520176	2.17828242866613	-0.589546844979973	2.54631238740688	1.1468527013858	2.58657871865888	1.66151106181643	-0.480579780455045	4.99845891257768	3.35272566379225	-1.67314691515	-3.26735572017309	2.54077535276506	1.6752098098186	4.30364996118158	-0.674537666035019	3.20371629151569	2.36671546116002	-0.417350233219932	0.880653029149244	0.226380220896681	-1.37529426331239	0.247136524061749	3.29606441629819	-0.99760401628777	0.872187394032874	3.13753354724004	1.85309584395549	2.17984488069531	-0.491580216135942	3.43282664208535	3.76706912579879	-0.60081945709509	2.8467540650931	0.877553860895521	4.9266546222975	-0.134504166874697	-0.79702365628944	-0.148210540396463	0.509514690899983
subject9	-1.33940503204384	4.75436100104874	-0.234347889069414	1.95164428295788	-1.51421467930564	3.86087025015883	0.201532086828607	-0.0910306199145963	1.60925490746435	3.52129462356602	1.50143975950803	2.33025856682995	2.85073672249784	4.00515887707537	0.611704843551081	-1.01531337943414	-0.0011197017700338	0.0508289846842821	0.580894216601357	0.775430172500126	3.08506854001534	0.183119597568173	-0.137823248517602	1.38670146115985	-0.511271824358557	-2.85994596398193	3.20471971223898	2.86051275414629	4.1685815638132	1.38774024781274	2.07613266712196	-0.436537974175643	2.73367142521035	2.31759540243022	-0.932584656686644	3.11998715994076	4.6300027268606	0.693327453753186	-0.723839912779826	0.430046373311876	-1.63971695661241	3.31607368676981	0.307356397128611	0.26207242689751	4.63903351218262	2.2775490108725	1.93805280663486	5.57744972966433	3.01819457268814	0.461479581165296	1.41653856905251	-0.154431170673586	2.71090120572039	-0.810528537683647	4.20645771289552	-0.450332707127205	-2.81711502991291	0.470794153493478	2.75193116786604	-0.357457254757442	-0.593522437972492	-2.80405554916818	2.02464251898149	4.03811418298123	-0.16371937990448	-1.4172150294724	2.55385135162379	-1.11283545276449	-0.435530879034118	-0.743203766389924	-2.12650546454241	2.43879149851815	1.99884118801327	4.81438597491168	0.550045212357702	2.67746817068565	3.90071720733523	1.5858684110964	2.58025816773291	-2.29562100877998	3.0443863226848	-0.259654760751272	3.36144183112027	-0.713040987259928	5.10983267518455	-2.71736932512962	3.35697510311837	-0.196632595752863	0.080177848475431	1.1817333730191	3.98553356717256	3.94163321176299	-0.543115432645981	-1.37323737460588	3.03303233640098	1.15416342740189	0.203098027431283	3.0547923667524	0.99853859134539	1.41695093525927	0.667850496122156	0.671726099749837	0.553494295866473	1.74882807454444	2.38940225905769	2.16687358671953	-0.848249165264049	3.07008532565299	3.91485239348244	2.54555509328506	1.17017938321888	-0.232404984168841	-0.0787562052794588	-0.832728435624992	6.20768234321139	0.206745255232417	1.26102548901015	3.28359241564358	-0.262578929588203	2.9529645737882	1.91152174827607	2.63823523780873	1.16108949236871	-0.367629928212501	0.242872581284558	0.129718261747776	0.999805230872414	3.00942188086097	2.866379552741	4.05777472791581	1.34605627067182
subject10	-1.33088403438072	3.16172899927532	2.29617141874606	2.04727374199277	0.602288291963578	6.33664839681734	0.165322379373015	-1.56831578419452	-0.0513811944788719	-0.0388720977344833	2.54928514043396	-0.690840318302891	2.19190490830668	1.78273155057148	3.0252003098709	0.468320126210327	0.03694115377018	1.34236654956132	3.36940959165043	0.82191043032029	2.91959989220636	1.80180980508111	1.31844674875607	1.71617412644124	2.89748374066848	-2.51458470508697	4.18917778003941	3.37387228428262	5.25900882050839	0.960820447210744	1.36927914449904	1.10653426784348	0.411734064467939	4.68057376208033	-1.55514684216227	1.13727050408902	3.19718587402251	2.5075724932752	-0.775277885985859	0.83477744518832	0.160052010000335	3.44279933247511	-0.806850696944766	1.47982125762367	4.36932597378371	1.62290152250442	-2.91976466328682	7.11647380508653	2.23579196728685	0.33222019474248	-3.50602259679167	0.703927105899031	1.84878443133125	0.631157086290333	1.04063304410595	0.680232698663002	-5.17422643734913	2.26445506642718	-0.363984137985334	4.44507615860614	1.88935522146473	-1.90955585143148	3.49796229595219	4.4370904958745	0.773547331081589	-3.03005677786313	-0.339048073838029	2.11127898888939	2.41662105630931	-0.0340764224828455	0.424809824484583	3.16338410092274	4.0366447828105	3.66359613060433	-0.667807791117618	0.0490059761473817	3.42101821846894	-2.49002005172319	-0.192824521348089	-0.224738619532703	0.0715322234120117	1.71777763351854	2.16654311927301	-0.0432218489428512	0.69239709270141	-0.212251561049149	2.02142632673745	-1.13489247912417	0.380431194048147	-0.101502767181465	0.233682697959051	3.86972040089107	-0.403332883244418	-0.552584479294828	3.08432551977145	-0.641578461440234	-0.395169805991323	2.60599637059888	-1.33137825047076	2.75512647737062	-0.753356671576035	1.02079225221645	-2.95020350312171	2.10632356181316	-0.926884306759601	0.65054560391237	0.0725653470293038	1.91928440837881	1.85782498000458	-0.0730855374993769	3.28655796808806	1.7202688361601	0.833541279052944	-1.57834692807018	5.82579940551618	-0.402256899356587	3.5178615110234	1.03828668379412	-0.225030221559997	2.22367898888439	1.77538197990177	1.66930608090058	3.0135607483456	0.517218967471833	-0.74552144400172	4.3185242985205	1.57363983680337	2.18744415175816	-0.115988608353876	1.32022007174088	2.64690795633378
