subjects	cluster.id
7330	subject7330	5
9241	subject9241	1
6370	subject6370	2
6991	subject6991	8
7665	subject7665	6
6254	subject6254	10
9306	subject9306	5
8100	subject8100	5
6508	subject6508	5
5204	subject5204	6
9501	subject9501	1
3281	subject3281	2
1148	subject1148	6
8781	subject8781	5
4561	subject4561	2
9273	subject9273	3
6168	subject6168	3
6072	subject6072	6
8034	subject8034	5
9624	subject9624	5
9222	subject9222	5
4138	subject4138	3
3976	subject3976	8
9971	subject9971	4
8965	subject8965	1
8745	subject8745	8
9097	subject9097	10
2982	subject2982	6
5665	subject5665	5
1572	subject1572	5
9613	subject9613	2
2935	subject2935	5
9164	subject9164	6
4797	subject4797	6
4109	subject4109	4
2208	subject2208	8
4371	subject4371	3
8297	subject8297	6
236	subject236	3
7390	subject7390	1
8589	subject8589	5
6993	subject6993	8
9305	subject9305	2
197	subject197	5
2138	subject2138	5
32	subject32	1
723	subject723	6
9290	subject9290	7
8701	subject8701	2
2468	subject2468	4
6224	subject6224	6
847	subject847	2
7042	subject7042	1
4085	subject4085	5
2898	subject2898	6
5396	subject5396	6
2287	subject2287	4
274	subject274	7
920	subject920	8
3168	subject3168	5
2503	subject2503	1
720	subject720	3
732	subject732	1
7516	subject7516	4
1748	subject1748	1
4811	subject4811	1
180	subject180	1
1999	subject1999	8
9118	subject9118	1
4981	subject4981	4
838	subject838	5
2103	subject2103	3
3094	subject3094	9
3946	subject3946	6
5470	subject5470	5
6656	subject6656	5
4546	subject4546	9
7277	subject7277	5
6573	subject6573	1
81	subject81	1
1269	subject1269	4
8815	subject8815	3
279	subject279	2
7437	subject7437	5
7344	subject7344	6
8218	subject8218	2
3341	subject3341	5
6142	subject6142	3
9286	subject9286	1
11	subject11	7
288	subject288	3
4265	subject4265	3
3338	subject3338	3
6792	subject6792	6
4682	subject4682	1
6664	subject6664	1
1743	subject1743	1
3011	subject3011	5
3340	subject3340	1
4495	subject4495	2
9806	subject9806	9
8669	subject8669	6
1344	subject1344	5
9393	subject9393	9
1811	subject1811	1
2894	subject2894	5
2516	subject2516	6
4837	subject4837	7
4438	subject4438	10
7487	subject7487	5
6883	subject6883	3
3807	subject3807	6
7401	subject7401	4
6909	subject6909	1
4406	subject4406	1
8793	subject8793	6
7657	subject7657	9
3663	subject3663	6
3505	subject3505	5
9298	subject9298	7
8070	subject8070	9
3983	subject3983	5
8430	subject8430	8
3959	subject3959	5
2363	subject2363	6
2752	subject2752	6
767	subject767	2
1793	subject1793	8
2423	subject2423	6
999	subject999	7
8492	subject8492	1
7032	subject7032	6
3210	subject3210	10
4649	subject4649	4
57	subject57	5
4144	subject4144	8
5788	subject5788	1
3990	subject3990	6
200	subject200	4
9015	subject9015	2
6213	subject6213	6
960	subject960	6
3498	subject3498	7
9520	subject9520	2
8382	subject8382	1
7893	subject7893	1
9098	subject9098	2
8841	subject8841	1
6748	subject6748	3
2828	subject2828	4
42	subject42	5
9256	subject9256	3
5081	subject5081	5
3462	subject3462	5
2510	subject2510	3
6163	subject6163	9
7916	subject7916	5
4246	subject4246	7
914	subject914	9
7572	subject7572	6
6445	subject6445	1
5850	subject5850	2
2499	subject2499	4
6413	subject6413	3
9785	subject9785	4
9580	subject9580	6
2233	subject2233	4
4863	subject4863	2
9020	subject9020	7
8350	subject8350	10
7361	subject7361	3
729	subject729	6
2869	subject2869	1
6007	subject6007	7
3198	subject3198	10
3380	subject3380	5
4471	subject4471	1
2995	subject2995	3
9595	subject9595	7
8684	subject8684	5
6838	subject6838	8
8459	subject8459	6
7130	subject7130	2
8900	subject8900	3
6689	subject6689	4
1734	subject1734	2
5407	subject5407	8
2770	subject2770	8
1077	subject1077	1
8760	subject8760	1
2835	subject2835	5
2970	subject2970	8
2984	subject2984	6
7837	subject7837	5
1592	subject1592	6
8313	subject8313	5
7702	subject7702	2
7929	subject7929	6
306	subject306	4
6744	subject6744	3
1956	subject1956	7
4137	subject4137	8
8110	subject8110	4
1532	subject1532	8
1208	subject1208	9
3374	subject3374	5
3365	subject3365	5
818	subject818	9
899	subject899	2
6963	subject6963	6
8806	subject8806	1
7369	subject7369	1
3529	subject3529	4
3956	subject3956	2
5476	subject5476	8
4476	subject4476	2
3942	subject3942	6
7598	subject7598	9
8247	subject8247	1
