subjects	cluster.id
6998	subject6998	2
7528	subject7528	1
3176	subject3176	1
3811	subject3811	1
9822	subject9822	5
2186	subject2186	1
8320	subject8320	1
4989	subject4989	2
1249	subject1249	3
4310	subject4310	1
9735	subject9735	4
1055	subject1055	4
179	subject179	3
183	subject183	5
9535	subject9535	1
1190	subject1190	2
1031	subject1031	4
9717	subject9717	4
1439	subject1439	4
5451	subject5451	4
4393	subject4393	5
4241	subject4241	1
4206	subject4206	5
595	subject595	1
3021	subject3021	2
5926	subject5926	2
3390	subject3390	4
5582	subject5582	3
5723	subject5723	4
1368	subject1368	5
964	subject964	2
571	subject571	2
267	subject267	4
3347	subject3347	1
6817	subject6817	1
4964	subject4964	4
4073	subject4073	2
5403	subject5403	1
2027	subject2027	2
1970	subject1970	2
4997	subject4997	1
7715	subject7715	5
2678	subject2678	1
2893	subject2893	3
5329	subject5329	3
6156	subject6156	3
1598	subject1598	4
1200	subject1200	4
3335	subject3335	1
5658	subject5658	1
6898	subject6898	1
529	subject529	2
3296	subject3296	4
6142	subject6142	3
923	subject923	2
3660	subject3660	5
4508	subject4508	2
6572	subject6572	3
8793	subject8793	3
9046	subject9046	3
597	subject597	3
5761	subject5761	4
4854	subject4854	1
1357	subject1357	2
729	subject729	2
2684	subject2684	1
128	subject128	3
3790	subject3790	4
9164	subject9164	5
3595	subject3595	5
6363	subject6363	5
6539	subject6539	4
7328	subject7328	3
1067	subject1067	1
1032	subject1032	1
6306	subject6306	3
8855	subject8855	5
8681	subject8681	5
6632	subject6632	4
1961	subject1961	1
4763	subject4763	4
5700	subject5700	1
4303	subject4303	4
2682	subject2682	3
6161	subject6161	3
951	subject951	5
9143	subject9143	5
3507	subject3507	1
3379	subject3379	1
56	subject56	1
7190	subject7190	5
9857	subject9857	4
5284	subject5284	3
2606	subject2606	3
4930	subject4930	1
8131	subject8131	2
5942	subject5942	2
1916	subject1916	3
5409	subject5409	4
8408	subject8408	3
539	subject539	1
2745	subject2745	4
8525	subject8525	1
9874	subject9874	4
9223	subject9223	3
5801	subject5801	2
9627	subject9627	5
1192	subject1192	3
5486	subject5486	5
5751	subject5751	4
3014	subject3014	3
6476	subject6476	3
8139	subject8139	4
8960	subject8960	1
519	subject519	4
3682	subject3682	1
546	subject546	4
4107	subject4107	4
840	subject840	3
8224	subject8224	4
6613	subject6613	1
983	subject983	2
4707	subject4707	2
6716	subject6716	4
9193	subject9193	4
4643	subject4643	2
6465	subject6465	3
9586	subject9586	2
6169	subject6169	3
9782	subject9782	2
9754	subject9754	3
5625	subject5625	1
914	subject914	4
2892	subject2892	2
8440	subject8440	2
1742	subject1742	5
2721	subject2721	2
8887	subject8887	4
2348	subject2348	1
8290	subject8290	2
7970	subject7970	4
2786	subject2786	1
6005	subject6005	4
9239	subject9239	4
910	subject910	2
869	subject869	1
1527	subject1527	4
8838	subject8838	2
7977	subject7977	2
