subjects	cluster.id
8545	subject8545	7
6616	subject6616	1
8519	subject8519	6
5783	subject5783	9
8092	subject8092	8
6374	subject6374	6
3203	subject3203	1
6472	subject6472	10
2868	subject2868	9
8682	subject8682	8
2770	subject2770	4
2477	subject2477	1
7139	subject7139	8
9223	subject9223	5
2219	subject2219	2
7061	subject7061	8
7696	subject7696	4
6346	subject6346	5
4950	subject4950	2
1082	subject1082	8
479	subject479	2
5962	subject5962	6
4119	subject4119	1
7557	subject7557	9
294	subject294	1
3154	subject3154	4
3055	subject3055	3
7642	subject7642	2
1418	subject1418	2
1848	subject1848	1
829	subject829	10
1257	subject1257	2
7253	subject7253	5
7347	subject7347	9
5304	subject5304	6
9310	subject9310	6
3880	subject3880	1
7636	subject7636	6
8739	subject8739	2
6711	subject6711	6
2831	subject2831	1
3829	subject3829	2
6101	subject6101	2
9152	subject9152	8
8378	subject8378	4
5559	subject5559	1
5870	subject5870	1
1682	subject1682	8
7437	subject7437	6
263	subject263	2
7372	subject7372	3
3847	subject3847	5
2932	subject2932	8
3451	subject3451	1
5272	subject5272	2
1977	subject1977	2
8317	subject8317	6
4924	subject4924	2
5706	subject5706	8
3804	subject3804	10
5769	subject5769	6
9224	subject9224	4
9998	subject9998	2
4398	subject4398	2
7970	subject7970	6
6235	subject6235	1
9949	subject9949	7
6673	subject6673	8
6484	subject6484	1
8247	subject8247	7
6776	subject6776	8
2965	subject2965	9
9283	subject9283	3
1362	subject1362	1
8366	subject8366	2
4810	subject4810	5
9638	subject9638	1
2996	subject2996	6
9540	subject9540	3
1793	subject1793	6
6633	subject6633	4
9318	subject9318	1
5382	subject5382	10
4327	subject4327	6
1372	subject1372	6
9273	subject9273	3
1686	subject1686	7
5302	subject5302	1
2443	subject2443	8
2269	subject2269	1
5788	subject5788	4
3357	subject3357	5
7811	subject7811	1
6048	subject6048	9
7165	subject7165	8
2428	subject2428	5
8460	subject8460	4
9736	subject9736	10
6426	subject6426	4
9555	subject9555	8
3991	subject3991	10
4914	subject4914	7
5635	subject5635	4
4196	subject4196	1
4189	subject4189	7
7287	subject7287	8
1912	subject1912	5
1714	subject1714	8
7938	subject7938	1
2132	subject2132	7
3181	subject3181	9
3515	subject3515	5
6712	subject6712	8
7736	subject7736	3
4025	subject4025	9
881	subject881	10
9827	subject9827	6
3729	subject3729	1
5862	subject5862	6
9858	subject9858	10
9280	subject9280	4
2675	subject2675	2
8903	subject8903	8
5404	subject5404	3
1166	subject1166	6
4595	subject4595	8
350	subject350	4
214	subject214	8
892	subject892	2
3097	subject3097	3
8014	subject8014	8
6677	subject6677	2
1304	subject1304	2
3786	subject3786	9
4851	subject4851	4
279	subject279	1
4043	subject4043	9
8094	subject8094	4
2764	subject2764	6
8843	subject8843	5
860	subject860	2
8827	subject8827	9
7958	subject7958	3
3767	subject3767	2
8523	subject8523	1
1542	subject1542	5
1721	subject1721	4
7308	subject7308	10
1676	subject1676	1
6933	subject6933	5
6511	subject6511	6
5935	subject5935	8
607	subject607	9
1314	subject1314	5
1354	subject1354	6
5262	subject5262	9
497	subject497	3
5049	subject5049	1
125	subject125	3
9935	subject9935	5
1660	subject1660	4
3686	subject3686	3
382	subject382	4
6792	subject6792	9
7852	subject7852	8
12	subject12	3
8771	subject8771	2
9439	subject9439	1
2451	subject2451	1
704	subject704	9
2151	subject2151	9
6069	subject6069	1
7481	subject7481	1
1818	subject1818	1
5036	subject5036	1
1544	subject1544	6
4426	subject4426	9
6865	subject6865	10
4393	subject4393	5
4593	subject4593	4
242	subject242	8
2084	subject2084	8
3417	subject3417	6
3898	subject3898	1
7029	subject7029	4
8063	subject8063	6
9896	subject9896	1
827	subject827	3
8643	subject8643	9
3353	subject3353	3
5756	subject5756	9
8086	subject8086	3
1643	subject1643	1
4720	subject4720	1
