subjects	cluster.id
2032	subject2032	4
5269	subject5269	1
9450	subject9450	1
3726	subject3726	5
5666	subject5666	2
6313	subject6313	3
2107	subject2107	1
1661	subject1661	3
6676	subject6676	4
3154	subject3154	5
7432	subject7432	4
350	subject350	5
7571	subject7571	2
4018	subject4018	1
860	subject860	2
2190	subject2190	1
6810	subject6810	3
5263	subject5263	2
8564	subject8564	1
5731	subject5731	1
5585	subject5585	4
482	subject482	2
977	subject977	4
2756	subject2756	1
3724	subject3724	1
8743	subject8743	3
2494	subject2494	4
5389	subject5389	2
6455	subject6455	1
1016	subject1016	3
7355	subject7355	2
4386	subject4386	1
7783	subject7783	2
1717	subject1717	5
5163	subject5163	4
5088	subject5088	5
2874	subject2874	2
3295	subject3295	1
960	subject960	2
6314	subject6314	2
1301	subject1301	1
5302	subject5302	1
1919	subject1919	1
7858	subject7858	3
8464	subject8464	3
7562	subject7562	4
470	subject470	5
8646	subject8646	1
5058	subject5058	2
5760	subject5760	4
4932	subject4932	3
4411	subject4411	4
7631	subject7631	1
2479	subject2479	2
5935	subject5935	1
2854	subject2854	2
2896	subject2896	3
7270	subject7270	1
1298	subject1298	3
3914	subject3914	3
732	subject732	2
8212	subject8212	1
9401	subject9401	2
390	subject390	4
1344	subject1344	3
9700	subject9700	3
7115	subject7115	4
2777	subject2777	1
474	subject474	5
8460	subject8460	4
2028	subject2028	2
9140	subject9140	2
1095	subject1095	3
8262	subject8262	1
8791	subject8791	3
1660	subject1660	3
17	subject17	5
1743	subject1743	2
9892	subject9892	4
5469	subject5469	2
8806	subject8806	5
9963	subject9963	3
6064	subject6064	3
5917	subject5917	1
5436	subject5436	5
3024	subject3024	4
9015	subject9015	3
1038	subject1038	3
7441	subject7441	4
8725	subject8725	1
2481	subject2481	3
7908	subject7908	3
7492	subject7492	5
2668	subject2668	4
4788	subject4788	1
7396	subject7396	1
9437	subject9437	2
8394	subject8394	4
6126	subject6126	5
7910	subject7910	3
8183	subject8183	4
8717	subject8717	1
5532	subject5532	2
1256	subject1256	3
4605	subject4605	3
3633	subject3633	3
361	subject361	4
7232	subject7232	5
3888	subject3888	3
9615	subject9615	4
7207	subject7207	3
8411	subject8411	4
5221	subject5221	1
182	subject182	4
6659	subject6659	5
3370	subject3370	3
4087	subject4087	1
8379	subject8379	2
7168	subject7168	4
7909	subject7909	2
4571	subject4571	4
5213	subject5213	5
2981	subject2981	1
5164	subject5164	2
9083	subject9083	1
199	subject199	1
2460	subject2460	2
6145	subject6145	5
2894	subject2894	5
8359	subject8359	2
5500	subject5500	3
1094	subject1094	2
4298	subject4298	3
8267	subject8267	1
6662	subject6662	5
4690	subject4690	1
3427	subject3427	4
1859	subject1859	1
4821	subject4821	2
1740	subject1740	2
9371	subject9371	3
6592	subject6592	4
2703	subject2703	3
6025	subject6025	5
564	subject564	1
4825	subject4825	5
6863	subject6863	3
534	subject534	3
7223	subject7223	3
209	subject209	1
6601	subject6601	2
3236	subject3236	1
3634	subject3634	5
9606	subject9606	4
8074	subject8074	4
8410	subject8410	1
4739	subject4739	1
5349	subject5349	3
3204	subject3204	1
3178	subject3178	5
842	subject842	2
9265	subject9265	5
4752	subject4752	3
1728	subject1728	5
1644	subject1644	1
8746	subject8746	4
7529	subject7529	4
5570	subject5570	3
9669	subject9669	1
7044	subject7044	3
6964	subject6964	4
9576	subject9576	1
5695	subject5695	4
5976	subject5976	3
4115	subject4115	1
6048	subject6048	1
5793	subject5793	2
446	subject446	4
6091	subject6091	3
5377	subject5377	1
5575	subject5575	2
3755	subject3755	5
4322	subject4322	1
6876	subject6876	5
4829	subject4829	1
1204	subject1204	1
1812	subject1812	1
8355	subject8355	3
9755	subject9755	2
6558	subject6558	1
1563	subject1563	3
1138	subject1138	2
8764	subject8764	1
1430	subject1430	3
261	subject261	3
7802	subject7802	2
7179	subject7179	5
6430	subject6430	2
6535	subject6535	3
9763	subject9763	1
5416	subject5416	3
8143	subject8143	5
8928	subject8928	3
916	subject916	4
1482	subject1482	4
1853	subject1853	5
3326	subject3326	5
1882	subject1882	5
6637	subject6637	4
3055	subject3055	2
5530	subject5530	5
5466	subject5466	5
2869	subject2869	1
1003	subject1003	2
5417	subject5417	5
9235	subject9235	5
3874	subject3874	1
4091	subject4091	2
4532	subject4532	4
5890	subject5890	1
7888	subject7888	1
4850	subject4850	3
4884	subject4884	4
9246	subject9246	2
1063	subject1063	1
572	subject572	1
4255	subject4255	1
9748	subject9748	1
7477	subject7477	5
8502	subject8502	4
9358	subject9358	5
7789	subject7789	5
7558	subject7558	3
754	subject754	5
416	subject416	1
6821	subject6821	1
3626	subject3626	3
722	subject722	4
733	subject733	2
6416	subject6416	4
976	subject976	4
4089	subject4089	1
3863	subject3863	4
6641	subject6641	3
7537	subject7537	2
9359	subject9359	1
6740	subject6740	2
520	subject520	3
8505	subject8505	1
9239	subject9239	4
13	subject13	1
4291	subject4291	2
9277	subject9277	5
6147	subject6147	5
2004	subject2004	1
9924	subject9924	5
6817	subject6817	1
7166	subject7166	3
4405	subject4405	5
4551	subject4551	3
9898	subject9898	4
9039	subject9039	1
4656	subject4656	4
5485	subject5485	2
4904	subject4904	2
6178	subject6178	2
742	subject742	1
7541	subject7541	2
7688	subject7688	4
1837	subject1837	4
5184	subject5184	4
9596	subject9596	5
5982	subject5982	1
3660	subject3660	5
9874	subject9874	4
2891	subject2891	1
8660	subject8660	2
1481	subject1481	4
7615	subject7615	3
8693	subject8693	1
5409	subject5409	4
6510	subject6510	2
7092	subject7092	1
4341	subject4341	5
794	subject794	5
3885	subject3885	4
2068	subject2068	2
5519	subject5519	3
1364	subject1364	5
4311	subject4311	5
3	subject3	2
6511	subject6511	5
9578	subject9578	2
8853	subject8853	1
2951	subject2951	2
2418	subject2418	3
7534	subject7534	4
4713	subject4713	2
9712	subject9712	5
3497	subject3497	2
7108	subject7108	1
6086	subject6086	2
8593	subject8593	2
297	subject297	1
2488	subject2488	2
8307	subject8307	2
2159	subject2159	2
5064	subject5064	1
7164	subject7164	2
3766	subject3766	1
4052	subject4052	4
9526	subject9526	3
2776	subject2776	2
5321	subject5321	3
8874	subject8874	4
7915	subject7915	5
4536	subject4536	2
7505	subject7505	3
1024	subject1024	1
2526	subject2526	1
9219	subject9219	3
2052	subject2052	1
8236	subject8236	3
4320	subject4320	3
6022	subject6022	5
142	subject142	2
8745	subject8745	1
1506	subject1506	2
4689	subject4689	1
2405	subject2405	5
6824	subject6824	5
7290	subject7290	2
3485	subject3485	4
496	subject496	5
8824	subject8824	2
8070	subject8070	4
8463	subject8463	5
7752	subject7752	1
3737	subject3737	5
246	subject246	4
1246	subject1246	4
5800	subject5800	3
544	subject544	4
4537	subject4537	1
8782	subject8782	1
6506	subject6506	1
6960	subject6960	2
2791	subject2791	4
852	subject852	4
5014	subject5014	2
1283	subject1283	3
2385	subject2385	4
7818	subject7818	1
5333	subject5333	5
2878	subject2878	2
7659	subject7659	5
2487	subject2487	1
4539	subject4539	1
3659	subject3659	4
4219	subject4219	3
9375	subject9375	4
8825	subject8825	3
8406	subject8406	3
3404	subject3404	3
5056	subject5056	3
6731	subject6731	2
5639	subject5639	4
3008	subject3008	2
8830	subject8830	4
1212	subject1212	4
4201	subject4201	3
518	subject518	1
4476	subject4476	1
7229	subject7229	1
2305	subject2305	4
4227	subject4227	1
4635	subject4635	2
8419	subject8419	4
2416	subject2416	2
2938	subject2938	3
492	subject492	2
8373	subject8373	4
9855	subject9855	2
7870	subject7870	4
2736	subject2736	5
3531	subject3531	4
7824	subject7824	5
2937	subject2937	4
7841	subject7841	3
7934	subject7934	2
864	subject864	4
2022	subject2022	2
6374	subject6374	4
1013	subject1013	4
2505	subject2505	2
2332	subject2332	5
8004	subject8004	2
6133	subject6133	4
4409	subject4409	2
8849	subject8849	5
3644	subject3644	3
1753	subject1753	3
9362	subject9362	2
2381	subject2381	3
9444	subject9444	2
8779	subject8779	1
312	subject312	2
1607	subject1607	3
2187	subject2187	5
1377	subject1377	5
7452	subject7452	2
7507	subject7507	4
6387	subject6387	3
1407	subject1407	5
9857	subject9857	4
1531	subject1531	3
2109	subject2109	4
6540	subject6540	2
5927	subject5927	4
8694	subject8694	2
4	subject4	5
8672	subject8672	1
1162	subject1162	5
9494	subject9494	4
93	subject93	3
702	subject702	1
6195	subject6195	4
7019	subject7019	3
4213	subject4213	4
3338	subject3338	3
4335	subject4335	3
1798	subject1798	5
6135	subject6135	2
507	subject507	1
6101	subject6101	5
3912	subject3912	3
377	subject377	4
5659	subject5659	3
9787	subject9787	3
4048	subject4048	3
9559	subject9559	1
4468	subject4468	3
9218	subject9218	5
7780	subject7780	5
6602	subject6602	1
4339	subject4339	5
9449	subject9449	1
7135	subject7135	1
8521	subject8521	3
6832	subject6832	3
8190	subject8190	1
6246	subject6246	3
5135	subject5135	3
4480	subject4480	1
5855	subject5855	4
1716	subject1716	5
4279	subject4279	2
6852	subject6852	5
4822	subject4822	4
8848	subject8848	5
1552	subject1552	1
9896	subject9896	3
55	subject55	1
9172	subject9172	1
1227	subject1227	4
