subjects	cluster.id
4303	subject4303	8
9377	subject9377	1
1892	subject1892	3
6737	subject6737	4
860	subject860	2
4580	subject4580	8
3852	subject3852	4
8311	subject8311	7
8994	subject8994	5
3329	subject3329	9
3543	subject3543	10
3286	subject3286	1
721	subject721	4
9202	subject9202	5
4781	subject4781	7
5810	subject5810	5
9631	subject9631	6
7557	subject7557	9
9869	subject9869	5
2836	subject2836	3
3403	subject3403	1
3016	subject3016	7
6273	subject6273	2
681	subject681	10
4002	subject4002	6
5440	subject5440	6
9411	subject9411	10
133	subject133	2
2126	subject2126	2
1078	subject1078	10
4760	subject4760	6
3580	subject3580	1
7999	subject7999	3
2166	subject2166	6
2769	subject2769	8
2948	subject2948	10
273	subject273	8
8002	subject8002	7
1570	subject1570	1
8902	subject8902	3
571	subject571	7
1635	subject1635	8
8861	subject8861	8
3953	subject3953	8
2997	subject2997	9
9543	subject9543	1
6249	subject6249	4
5849	subject5849	4
8776	subject8776	7
9115	subject9115	3
635	subject635	4
8121	subject8121	5
2209	subject2209	10
736	subject736	1
1817	subject1817	2
8094	subject8094	4
4324	subject4324	10
5307	subject5307	4
2451	subject2451	1
3378	subject3378	2
7850	subject7850	6
5692	subject5692	5
7035	subject7035	4
3102	subject3102	7
8546	subject8546	4
3245	subject3245	4
9717	subject9717	4
5624	subject5624	1
4408	subject4408	10
2829	subject2829	9
3535	subject3535	3
3158	subject3158	1
5757	subject5757	5
4572	subject4572	3
5923	subject5923	6
889	subject889	6
5650	subject5650	5
4016	subject4016	3
4715	subject4715	9
3726	subject3726	6
6341	subject6341	8
2885	subject2885	4
2563	subject2563	5
656	subject656	8
6701	subject6701	9
8225	subject8225	8
6677	subject6677	2
2572	subject2572	1
4628	subject4628	10
611	subject611	9
9278	subject9278	3
1468	subject1468	7
2031	subject2031	9
9868	subject9868	3
9954	subject9954	10
5064	subject5064	1
2206	subject2206	7
8296	subject8296	6
5157	subject5157	1
4130	subject4130	9
2705	subject2705	2
7755	subject7755	4
9624	subject9624	10
408	subject408	8
6896	subject6896	3
6729	subject6729	2
5321	subject5321	3
2034	subject2034	2
8721	subject8721	6
710	subject710	2
6798	subject6798	2
1274	subject1274	1
9245	subject9245	6
5490	subject5490	3
9270	subject9270	1
1878	subject1878	8
5939	subject5939	5
565	subject565	4
6465	subject6465	4
698	subject698	6
9916	subject9916	9
2253	subject2253	7
1776	subject1776	1
7090	subject7090	7
8682	subject8682	8
6755	subject6755	7
8229	subject8229	4
8267	subject8267	9
2434	subject2434	2
8201	subject8201	2
3620	subject3620	8
6375	subject6375	6
7449	subject7449	3
5416	subject5416	6
3647	subject3647	8
4740	subject4740	2
5792	subject5792	6
1422	subject1422	1
9579	subject9579	1
5769	subject5769	6
943	subject943	8
262	subject262	7
6598	subject6598	1
341	subject341	5
4131	subject4131	5
4025	subject4025	9
8302	subject8302	2
3314	subject3314	4
8805	subject8805	9
3531	subject3531	9
2601	subject2601	9
3401	subject3401	9
4290	subject4290	6
7715	subject7715	10
7979	subject7979	3
7500	subject7500	8
9851	subject9851	10
4868	subject4868	5
2427	subject2427	1
1235	subject1235	5
4329	subject4329	4
8650	subject8650	5
5202	subject5202	6
3880	subject3880	1
1295	subject1295	3
7191	subject7191	9
7417	subject7417	9
1589	subject1589	10
1748	subject1748	2
6785	subject6785	3
2741	subject2741	5
8921	subject8921	9
2588	subject2588	5
5871	subject5871	3
136	subject136	9
7510	subject7510	1
366	subject366	1
8632	subject8632	10
6337	subject6337	3
3873	subject3873	5
1313	subject1313	1
4838	subject4838	3
2004	subject2004	2
5542	subject5542	10
9142	subject9142	2
3160	subject3160	2
323	subject323	1
2412	subject2412	2
5896	subject5896	2
1937	subject1937	1
7122	subject7122	3
7900	subject7900	1
5221	subject5221	10
2038	subject2038	7
434	subject434	6
2096	subject2096	10
488	subject488	3
8922	subject8922	10
8755	subject8755	4
1325	subject1325	1
5137	subject5137	6
4440	subject4440	1
9147	subject9147	4
327	subject327	3
8751	subject8751	8
2499	subject2499	8
8283	subject8283	3
7281	subject7281	2
8090	subject8090	1
9802	subject9802	9
4581	subject4581	6
680	subject680	6
8504	subject8504	10
1126	subject1126	1
3462	subject3462	6
7137	subject7137	4
9616	subject9616	7
7210	subject7210	1
4614	subject4614	9
4591	subject4591	5
5442	subject5442	9
3327	subject3327	1
3955	subject3955	8
8014	subject8014	8
6754	subject6754	9
5574	subject5574	10
4503	subject4503	4
8623	subject8623	5
4819	subject4819	2
8676	subject8676	6
3172	subject3172	4
3633	subject3633	1
2336	subject2336	10
6894	subject6894	3
9635	subject9635	2
5929	subject5929	3
5594	subject5594	8
4584	subject4584	5
6704	subject6704	3
4321	subject4321	6
8694	subject8694	1
1404	subject1404	10
3706	subject3706	6
1618	subject1618	6
