subjects	cluster.id
9245	subject9245	1
5845	subject5845	3
7136	subject7136	1
1203	subject1203	4
5533	subject5533	4
6278	subject6278	4
2354	subject2354	1
4435	subject4435	6
6504	subject6504	2
2364	subject2364	1
3262	subject3262	7
79	subject79	1
8435	subject8435	7
8220	subject8220	7
1793	subject1793	8
5745	subject5745	5
3388	subject3388	3
1579	subject1579	5
8189	subject8189	4
1597	subject1597	4
4468	subject4468	9
2226	subject2226	8
9932	subject9932	4
7789	subject7789	4
347	subject347	3
3127	subject3127	6
7767	subject7767	5
2260	subject2260	9
9757	subject9757	2
3287	subject3287	6
1366	subject1366	6
243	subject243	4
7607	subject7607	4
3981	subject3981	4
2672	subject2672	5
3352	subject3352	2
9980	subject9980	8
1358	subject1358	2
9197	subject9197	6
4275	subject4275	2
3992	subject3992	4
5523	subject5523	5
2373	subject2373	3
9547	subject9547	1
3228	subject3228	8
9768	subject9768	6
6917	subject6917	6
5352	subject5352	3
6286	subject6286	5
8041	subject8041	4
2232	subject2232	9
6741	subject6741	2
1751	subject1751	1
8485	subject8485	6
1532	subject1532	8
9023	subject9023	1
2607	subject2607	3
1422	subject1422	10
6449	subject6449	2
9401	subject9401	1
4955	subject4955	2
4905	subject4905	7
8039	subject8039	8
9788	subject9788	5
252	subject252	1
9871	subject9871	1
393	subject393	5
9881	subject9881	6
8688	subject8688	1
8183	subject8183	6
970	subject970	9
5467	subject5467	9
7076	subject7076	5
3569	subject3569	6
3428	subject3428	8
5344	subject5344	6
549	subject549	9
5829	subject5829	6
2471	subject2471	1
8983	subject8983	6
2490	subject2490	1
8088	subject8088	7
8332	subject8332	1
6905	subject6905	2
6252	subject6252	1
1464	subject1464	2
4447	subject4447	5
8526	subject8526	5
1829	subject1829	2
5141	subject5141	1
2964	subject2964	6
5505	subject5505	8
2595	subject2595	2
1186	subject1186	4
1610	subject1610	7
7508	subject7508	1
1585	subject1585	1
8044	subject8044	5
8304	subject8304	7
9500	subject9500	6
8398	subject8398	9
3330	subject3330	8
9605	subject9605	8
7078	subject7078	4
6715	subject6715	5
4413	subject4413	2
54	subject54	5
4628	subject4628	6
3628	subject3628	8
2108	subject2108	5
4532	subject4532	6
1990	subject1990	9
248	subject248	1
729	subject729	6
8947	subject8947	4
1641	subject1641	1
7673	subject7673	4
7816	subject7816	8
4363	subject4363	1
8281	subject8281	4
2123	subject2123	6
990	subject990	1
9795	subject9795	5
1120	subject1120	2
5610	subject5610	7
1905	subject1905	9
6551	subject6551	6
9990	subject9990	1
4060	subject4060	5
9522	subject9522	3
8761	subject8761	5
3035	subject3035	3
4310	subject4310	7
1543	subject1543	2
5280	subject5280	8
6754	subject6754	5
5129	subject5129	4
2967	subject2967	7
6657	subject6657	2
2920	subject2920	7
5160	subject5160	6
3520	subject3520	1
3640	subject3640	5
8525	subject8525	6
5220	subject5220	1
3940	subject3940	8
7964	subject7964	1
5521	subject5521	4
4361	subject4361	4
369	subject369	6
6975	subject6975	8
6384	subject6384	5
8975	subject8975	2
4517	subject4517	6
4882	subject4882	6
2134	subject2134	4
409	subject409	7
4768	subject4768	7
6396	subject6396	9
1682	subject1682	2
5425	subject5425	7
314	subject314	2
3121	subject3121	8
5382	subject5382	1
8862	subject8862	1
7027	subject7027	4
7840	subject7840	5
5541	subject5541	6
7295	subject7295	4
7371	subject7371	2
1650	subject1650	6
1952	subject1952	3
4987	subject4987	5
4792	subject4792	7
8733	subject8733	1
7855	subject7855	2
2168	subject2168	6
9835	subject9835	1
8831	subject8831	3
4131	subject4131	4
8273	subject8273	5
2676	subject2676	2
5901	subject5901	2
8592	subject8592	9
8467	subject8467	8
5305	subject5305	6
6874	subject6874	10
8848	subject8848	1
4641	subject4641	5
6390	subject6390	6
3702	subject3702	5
5786	subject5786	4
6180	subject6180	1
403	subject403	10
578	subject578	7
5705	subject5705	5
269	subject269	8
9398	subject9398	3
4878	subject4878	1
7149	subject7149	1
6974	subject6974	2
5820	subject5820	5
9039	subject9039	6
6776	subject6776	8
1700	subject1700	9
3669	subject3669	7
9272	subject9272	7
1147	subject1147	9
4550	subject4550	3
5372	subject5372	4
9466	subject9466	6
6025	subject6025	2
3559	subject3559	6
1030	subject1030	8
5667	subject5667	2
8908	subject8908	5
6645	subject6645	9
8127	subject8127	6
1281	subject1281	4
9431	subject9431	2
8871	subject8871	4
4434	subject4434	1
7170	subject7170	4
4135	subject4135	5
395	subject395	1
4117	subject4117	2
1904	subject1904	2
7836	subject7836	6
9612	subject9612	1
9103	subject9103	8
1958	subject1958	1
2440	subject2440	4
7147	subject7147	5
3298	subject3298	1
7061	subject7061	4
8057	subject8057	5
7670	subject7670	4
6939	subject6939	6
5153	subject5153	1
1169	subject1169	6
676	subject676	4
6111	subject6111	1
768	subject768	5
7058	subject7058	2
4557	subject4557	2
8872	subject8872	1
6245	subject6245	5
6755	subject6755	2
8112	subject8112	5
5296	subject5296	2
6982	subject6982	5
8681	subject8681	4
8292	subject8292	5
9226	subject9226	7
351	subject351	3
2512	subject2512	3
7000	subject7000	5
9640	subject9640	8
2015	subject2015	1
3271	subject3271	2
1425	subject1425	2
932	subject932	9
2994	subject2994	9
2695	subject2695	1
7111	subject7111	5
550	subject550	5
702	subject702	2
4103	subject4103	8
9561	subject9561	8
1663	subject1663	8
3225	subject3225	8
4748	subject4748	4
8384	subject8384	5
240	subject240	6
3311	subject3311	5
4269	subject4269	4
4021	subject4021	5
4236	subject4236	8
7198	subject7198	6
5118	subject5118	8
5	subject5	1
6752	subject6752	4
435	subject435	3
1718	subject1718	1
2477	subject2477	3
3938	subject3938	4
8778	subject8778	1
9206	subject9206	8
8578	subject8578	4
4393	subject4393	1
6932	subject6932	7
5463	subject5463	1
3203	subject3203	6
7035	subject7035	8
8197	subject8197	1
4410	subject4410	1
1562	subject1562	5
5145	subject5145	1
3854	subject3854	1
3808	subject3808	6
9687	subject9687	5
1172	subject1172	2
1903	subject1903	3
6684	subject6684	1
2409	subject2409	1
9308	subject9308	5
1818	subject1818	5
2423	subject2423	6
8783	subject8783	3
2327	subject2327	5
6484	subject6484	5
3424	subject3424	9
2606	subject2606	4
7188	subject7188	4
6453	subject6453	4
4158	subject4158	8
8366	subject8366	1
6759	subject6759	1
2355	subject2355	4
7129	subject7129	4
2315	subject2315	8
5676	subject5676	4
1601	subject1601	6
9809	subject9809	6
698	subject698	6
2901	subject2901	5
7906	subject7906	6
4167	subject4167	2
7849	subject7849	4
8703	subject8703	6
6680	subject6680	1
3767	subject3767	2
4366	subject4366	3
1387	subject1387	2
4825	subject4825	5
2937	subject2937	3
2726	subject2726	5
5857	subject5857	1
4316	subject4316	7
9242	subject9242	1
5180	subject5180	1
9403	subject9403	2
466	subject466	5
4574	subject4574	5
8111	subject8111	5
5683	subject5683	2
3631	subject3631	5
5909	subject5909	5
6541	subject6541	1
5720	subject5720	4
9833	subject9833	6
8755	subject8755	7
1400	subject1400	1
4759	subject4759	5
2971	subject2971	8
8834	subject8834	4
1431	subject1431	4
7958	subject7958	5
8284	subject8284	8
7433	subject7433	2
3459	subject3459	5
6426	subject6426	1
4457	subject4457	7
6450	subject6450	7
2742	subject2742	5
7676	subject7676	3
9326	subject9326	2
2875	subject2875	1
3832	subject3832	8
8604	subject8604	7
140	subject140	7
8321	subject8321	6
1518	subject1518	1
9763	subject9763	3
8338	subject8338	4
6239	subject6239	6
6875	subject6875	1
2208	subject2208	8
9786	subject9786	2
7887	subject7887	2
6642	subject6642	1
622	subject622	2
3926	subject3926	5
1744	subject1744	5
9993	subject9993	8
302	subject302	8
6688	subject6688	5
2019	subject2019	5
725	subject725	5
1089	subject1089	1
8	subject8	2
6007	subject6007	7
8707	subject8707	2
6332	subject6332	6
9127	subject9127	9
7961	subject7961	2
3805	subject3805	2
1048	subject1048	1
8815	subject8815	3
7449	subject7449	6
2667	subject2667	8
7185	subject7185	5
2795	subject2795	6
3470	subject3470	6
1809	subject1809	2
4440	subject4440	7
4495	subject4495	2
4634	subject4634	2
787	subject787	4
1433	subject1433	3
1611	subject1611	2
3792	subject3792	8
7987	subject7987	7
3835	subject3835	9
8489	subject8489	2
6926	subject6926	8
2660	subject2660	2
6043	subject6043	6
3585	subject3585	2
3770	subject3770	1
6617	subject6617	8
1588	subject1588	1
6302	subject6302	4
6435	subject6435	1
7372	subject7372	10
5941	subject5941	5
7657	subject7657	9
2129	subject2129	1
587	subject587	5
296	subject296	7
124	subject124	2
5927	subject5927	1
9021	subject9021	3
6060	subject6060	6
6712	subject6712	8
6468	subject6468	1
4665	subject4665	2
8987	subject8987	2
9813	subject9813	5
6148	subject6148	7
5715	subject5715	6
5959	subject5959	5
8979	subject8979	6
7382	subject7382	7
5565	subject5565	6
348	subject348	4
433	subject433	7
4541	subject4541	6
5329	subject5329	2
294	subject294	6
1991	subject1991	1
8176	subject8176	4
4994	subject4994	8
8025	subject8025	8
873	subject873	5
5944	subject5944	4
6605	subject6605	6
4592	subject4592	1
7254	subject7254	6
4976	subject4976	3
7710	subject7710	4
6122	subject6122	2
8802	subject8802	2
4552	subject4552	8
189	subject189	1
3248	subject3248	1
7001	subject7001	10
5526	subject5526	2
1797	subject1797	6
1926	subject1926	5
4294	subject4294	10
2095	subject2095	4
5501	subject5501	6
2696	subject2696	4
3252	subject3252	5
3993	subject3993	2
1039	subject1039	3
2204	subject2204	1
350	subject350	4
5934	subject5934	1
1435	subject1435	4
627	subject627	2
2824	subject2824	1
9485	subject9485	6
9315	subject9315	3
4144	subject4144	8
7924	subject7924	5
4925	subject4925	5
6329	subject6329	2
5109	subject5109	10
1219	subject1219	3
3137	subject3137	7
5018	subject5018	2
1725	subject1725	7
7005	subject7005	5
5320	subject5320	6
5710	subject5710	6
2779	subject2779	7
9090	subject9090	6
1381	subject1381	2
4537	subject4537	1
4274	subject4274	3
7764	subject7764	1
6462	subject6462	6
5970	subject5970	1
1964	subject1964	2
5272	subject5272	1
1055	subject1055	5
6353	subject6353	1
6141	subject6141	1
7711	subject7711	7
9463	subject9463	6
5035	subject5035	3
3903	subject3903	5
5241	subject5241	1
2483	subject2483	6
2562	subject2562	6
1662	subject1662	2
8495	subject8495	1
3180	subject3180	1
1594	subject1594	1
8293	subject8293	6
8631	subject8631	1
9095	subject9095	5
2042	subject2042	4
304	subject304	5
8511	subject8511	1
535	subject535	7
6586	subject6586	1
8119	subject8119	2
6375	subject6375	7
8047	subject8047	5
2768	subject2768	4
4122	subject4122	9
1196	subject1196	5
7677	subject7677	1
2565	subject2565	1
8124	subject8124	1
9864	subject9864	5
6967	subject6967	3
9791	subject9791	8
9627	subject9627	7
8438	subject8438	6
6937	subject6937	1
2482	subject2482	4
9852	subject9852	3
6728	subject6728	6
2460	subject2460	6
436	subject436	2
5936	subject5936	4
608	subject608	7
7283	subject7283	1
5136	subject5136	6
7690	subject7690	5
5564	subject5564	3
8533	subject8533	6
3264	subject3264	9
7452	subject7452	8
1943	subject1943	2
1002	subject1002	1
3986	subject3986	1
3533	subject3533	4
4692	subject4692	1
6817	subject6817	3
3241	subject3241	5
1727	subject1727	3
1140	subject1140	2
7217	subject7217	1
5726	subject5726	2
4772	subject4772	1
2928	subject2928	7
2610	subject2610	7
2733	subject2733	3
8461	subject8461	6
4762	subject4762	5
3145	subject3145	6
5822	subject5822	5
2817	subject2817	8
7558	subject7558	1
3175	subject3175	3
9379	subject9379	3
4334	subject4334	6
3234	subject3234	9
8307	subject8307	9
4787	subject4787	1
6663	subject6663	6
5291	subject5291	2
6823	subject6823	1
1667	subject1667	8
2816	subject2816	2
1134	subject1134	2
5826	subject5826	9
8454	subject8454	6
8311	subject8311	6
5474	subject5474	5
4402	subject4402	8
9565	subject9565	5
1882	subject1882	7
3402	subject3402	1
3343	subject3343	5
6528	subject6528	3
9593	subject9593	8
8966	subject8966	7
4662	subject4662	8
7994	subject7994	3
1941	subject1941	1
1755	subject1755	7
2072	subject2072	9
8172	subject8172	8
2597	subject2597	8
7795	subject7795	1
880	subject880	1
3638	subject3638	3
3841	subject3841	3
6117	subject6117	8
8732	subject8732	5
6324	subject6324	7
4868	subject4868	7
6187	subject6187	1
4647	subject4647	3
2815	subject2815	7
7954	subject7954	2
938	subject938	4
9526	subject9526	3
723	subject723	6
545	subject545	7
8859	subject8859	10
8574	subject8574	5
6643	subject6643	5
1769	subject1769	8
5469	subject5469	1
7095	subject7095	4
2135	subject2135	5
7112	subject7112	4
3430	subject3430	7
8165	subject8165	2
8569	subject8569	6
