subjects	cluster.id
6941	subject6941	2
349	subject349	12
697	subject697	7
5744	subject5744	9
2104	subject2104	12
3225	subject3225	12
4081	subject4081	1
9450	subject9450	5
8281	subject8281	5
9929	subject9929	2
1377	subject1377	8
196	subject196	5
7785	subject7785	1
7854	subject7854	12
2578	subject2578	8
4326	subject4326	11
2617	subject2617	9
3976	subject3976	2
1439	subject1439	5
3676	subject3676	1
1282	subject1282	2
2801	subject2801	1
4232	subject4232	9
9569	subject9569	12
8458	subject8458	11
1305	subject1305	10
4640	subject4640	5
9946	subject9946	9
8137	subject8137	11
4631	subject4631	11
223	subject223	2
2244	subject2244	5
6909	subject6909	1
6477	subject6477	12
4356	subject4356	7
3624	subject3624	15
8431	subject8431	2
7619	subject7619	7
8578	subject8578	15
4349	subject4349	4
8188	subject8188	2
9140	subject9140	5
1165	subject1165	9
1775	subject1775	8
1677	subject1677	11
256	subject256	10
9777	subject9777	15
9640	subject9640	11
8868	subject8868	12
6311	subject6311	5
3864	subject3864	7
5319	subject5319	2
9165	subject9165	9
9752	subject9752	13
1322	subject1322	4
6222	subject6222	7
9162	subject9162	1
8708	subject8708	7
7948	subject7948	12
4042	subject4042	2
3057	subject3057	12
436	subject436	7
3693	subject3693	12
3012	subject3012	15
3361	subject3361	7
5442	subject5442	2
4360	subject4360	11
8768	subject8768	7
5863	subject5863	11
7197	subject7197	7
4521	subject4521	1
9765	subject9765	1
9964	subject9964	10
5080	subject5080	1
6366	subject6366	5
8333	subject8333	9
980	subject980	4
8982	subject8982	4
9556	subject9556	9
79	subject79	5
1432	subject1432	11
8666	subject8666	11
8380	subject8380	2
8022	subject8022	5
215	subject215	12
788	subject788	3
4213	subject4213	1
8807	subject8807	1
5530	subject5530	7
6530	subject6530	2
323	subject323	7
487	subject487	12
6410	subject6410	12
9908	subject9908	7
8551	subject8551	4
5800	subject5800	7
7918	subject7918	15
5086	subject5086	8
6429	subject6429	12
4745	subject4745	12
5805	subject5805	11
4152	subject4152	1
6168	subject6168	12
7146	subject7146	7
5260	subject5260	14
959	subject959	15
3332	subject3332	4
3390	subject3390	12
3596	subject3596	9
5284	subject5284	9
4635	subject4635	6
4622	subject4622	7
6007	subject6007	5
829	subject829	14
4099	subject4099	5
3513	subject3513	7
3164	subject3164	5
7536	subject7536	15
4910	subject4910	12
2017	subject2017	12
4647	subject4647	7
8302	subject8302	5
5495	subject5495	15
8293	subject8293	5
6838	subject6838	15
2905	subject2905	12
5661	subject5661	1
8154	subject8154	7
5789	subject5789	12
7575	subject7575	12
8434	subject8434	1
2400	subject2400	9
3216	subject3216	9
3291	subject3291	12
2393	subject2393	5
6109	subject6109	5
8169	subject8169	12
974	subject974	7
7623	subject7623	5
4724	subject4724	11
5184	subject5184	12
4996	subject4996	5
4853	subject4853	1
4437	subject4437	1
8269	subject8269	1
961	subject961	11
5399	subject5399	12
9133	subject9133	15
4299	subject4299	15
5584	subject5584	10
4519	subject4519	1
2351	subject2351	1
5094	subject5094	11
5165	subject5165	11
2095	subject2095	13
3507	subject3507	8
3777	subject3777	5
2604	subject2604	1
5407	subject5407	5
6812	subject6812	5
92	subject92	1
1907	subject1907	7
2784	subject2784	4
6750	subject6750	15
9800	subject9800	1
3293	subject3293	7
3797	subject3797	12
4934	subject4934	15
8585	subject8585	5
9390	subject9390	7
8839	subject8839	15
9283	subject9283	13
9945	subject9945	3
4868	subject4868	6
9219	subject9219	6
8469	subject8469	10
7313	subject7313	12
6877	subject6877	9
7320	subject7320	5
4072	subject4072	9
9444	subject9444	2
2988	subject2988	5
2928	subject2928	2
9522	subject9522	9
2742	subject2742	12
1961	subject1961	5
9644	subject9644	5
2341	subject2341	11
6435	subject6435	8
9244	subject9244	3
4113	subject4113	4
1388	subject1388	7
6929	subject6929	5
4701	subject4701	5
9291	subject9291	10
8816	subject8816	5
5421	subject5421	12
7057	subject7057	7
4652	subject4652	12
8940	subject8940	4
6369	subject6369	1
5237	subject5237	1
2931	subject2931	12
9149	subject9149	5
5826	subject5826	15
1208	subject1208	8
261	subject261	9
5928	subject5928	7
8686	subject8686	8
8509	subject8509	3
1201	subject1201	2
7531	subject7531	5
8433	subject8433	12
6606	subject6606	5
8602	subject8602	11
8485	subject8485	5
8640	subject8640	12
7732	subject7732	5
4131	subject4131	12
4988	subject4988	1
4421	subject4421	13
8123	subject8123	9
9575	subject9575	2
3640	subject3640	12
4791	subject4791	14
3115	subject3115	1
2877	subject2877	5
2055	subject2055	7
8994	subject8994	2
6075	subject6075	4
8440	subject8440	7
8794	subject8794	6
6852	subject6852	1
6114	subject6114	2
5018	subject5018	13
7091	subject7091	5
1087	subject1087	12
8904	subject8904	5
2442	subject2442	15
5096	subject5096	7
5772	subject5772	11
3416	subject3416	14
2446	subject2446	10
807	subject807	12
4922	subject4922	3
3974	subject3974	2
8207	subject8207	15
7230	subject7230	12
1742	subject1742	12
4710	subject4710	15
4043	subject4043	15
8644	subject8644	11
1545	subject1545	3
2994	subject2994	12
2069	subject2069	3
7912	subject7912	6
8305	subject8305	11
7861	subject7861	7
2851	subject2851	12
9335	subject9335	1
5071	subject5071	12
940	subject940	11
3102	subject3102	12
5837	subject5837	2
6072	subject6072	12
3813	subject3813	1
8532	subject8532	1
7193	subject7193	12
7492	subject7492	1
9774	subject9774	12
2089	subject2089	9
385	subject385	5
2501	subject2501	4
7347	subject7347	12
2631	subject2631	11
5217	subject5217	2
5729	subject5729	12
1841	subject1841	15
7090	subject7090	11
5267	subject5267	9
1588	subject1588	12
4114	subject4114	12
9827	subject9827	12
7741	subject7741	6
8134	subject8134	5
8841	subject8841	12
783	subject783	1
8327	subject8327	14
1061	subject1061	4
3428	subject3428	12
1511	subject1511	12
2339	subject2339	5
2891	subject2891	9
7552	subject7552	13
1528	subject1528	7
1197	subject1197	5
2552	subject2552	8
1339	subject1339	11
1875	subject1875	7
9886	subject9886	11
9448	subject9448	12
7427	subject7427	2
9664	subject9664	5
2731	subject2731	5
4799	subject4799	2
6549	subject6549	1
2056	subject2056	11
717	subject717	12
8909	subject8909	5
4825	subject4825	14
7171	subject7171	7
9410	subject9410	7
8470	subject8470	9
6519	subject6519	5
4285	subject4285	7
1359	subject1359	11
5784	subject5784	12
